"FID_DeerRa","COUNTY_NAM","Shape_Leng","Shape_Area","FID_dmu_20","DEER_MGMT_","DMUArea","AREA_SQM"
1,"Adams",3460444.06127,1300741778.31,126,"57C",1139.39353852,1.07145234348
1,"Adams",3460444.06127,1300741778.31,155,"70E-CWD",266.272270866,1.48788059119
5,"Brown",2336438.22904,294715331.076,113,"80B",1470.8600365,3.65434907812
5,"Brown",2336438.22904,294715331.076,114,"63B",1855.3322041,0.996556899912
8,"Calumet",1276602.85896,177572197.146,114,"63B",1855.3322041,0.940654572232
11,"Columbia",5205603.56722,961401294.363,148,"54B",705.992636502,0.000683002254045
11,"Columbia",5205603.56722,961401294.363,151,"54C",369.123180023,1.78803015229
13,"Dane",7672068.87601,1110436976.41,162,"70-CWD",1067.61089839,0.361279697144
13,"Dane",7672068.87601,1110436976.41,167,"70A-CWD",734.44727598,56.0034503189
13,"Dane",7672068.87601,1110436976.41,174,"70D-CWD",5.28212362886,0.251198615367
13,"Dane",7672068.87601,1110436976.41,176,"75C-CWD",970.350938413,14.9415910078
13,"Dane",7672068.87601,1110436976.41,178,"75A-CWD",1926.06433412,39.2754273864
15,"Door",3308852.06434,704952419.247,113,"80B",1470.8600365,92.6775680693
23,"Green",4210861.5439,465816991.01,176,"75C-CWD",970.350938413,1.21879511704
23,"Green",4210861.5439,465816991.01,178,"75A-CWD",1926.06433412,172.393443741
29,"Juneau",4831294.60116,1585248608.13,151,"54C",369.123180023,0.0029413744965
31,"Kewaunee",1863445.69931,252609333.577,113,"80B",1470.8600365,97.5226043735
36,"Manitowoc",3186175.35096,453269292.947,113,"80B",1470.8600365,2.00984008036e-05
37,"Marathon",10649952.693,2589955491.1,115,"62A",1356.23474889,235.483654092
37,"Marathon",10649952.693,2589955491.1,117,"62B",1348.79700109,7.8079732193
39,"Marquette",3507933.62712,887341298.242,143,"54A",1649.17038132,56.6889263177
39,"Marquette",3507933.62712,887341298.242,151,"54C",369.123180023,23.864707662
43,"Oconto",5046603.89156,1941919568.71,114,"63B",1855.3322041,155.975161414
43,"Oconto",5046603.89156,1941919568.71,120,"64M",937.30520498,0.00792084227255
45,"Outagamie",2684510.89655,499697447.526,114,"63B",1855.3322041,47.2366844664
45,"Outagamie",2684510.89655,499697447.526,118,"63A",1730.69874748,133.709169363
50,"Portage",5406230.00507,1303221388.45,115,"62A",1356.23474889,157.459203057
50,"Portage",5406230.00507,1303221388.45,117,"62B",1348.79700109,7.07410169348
50,"Portage",5406230.00507,1303221388.45,130,"65A",971.310389307,77.2656103283
50,"Portage",5406230.00507,1303221388.45,131,"65B",1345.84264526,46.9198645503
50,"Portage",5406230.00507,1303221388.45,134,"53",1640.73782609,2.77524792114e-05
54,"Rock",3260329.86053,358363068.647,178,"75A-CWD",1926.06433412,0.000808551465226
57,"Sauk",5922035.26223,1361274760.52,148,"54B",705.992636502,0.411913045657
57,"Sauk",5922035.26223,1361274760.52,158,"70B-CWD",1000.47706876,83.6641889399
57,"Sauk",5922035.26223,1361274760.52,167,"70A-CWD",734.44727598,0.000217891695019
59,"Shawano",5294438.30686,1501614997.32,108,"47",902.701987958,256.861366571
59,"Shawano",5294438.30686,1501614997.32,114,"63B",1855.3322041,46.4501467556
59,"Shawano",5294438.30686,1501614997.32,117,"62B",1348.79700109,177.23209687
59,"Shawano",5294438.30686,1501614997.32,118,"63A",1730.69874748,76.2904600325
69,"Waupaca",5531360.39538,1244691964.89,115,"62A",1356.23474889,9.43238454475
69,"Waupaca",5531360.39538,1244691964.89,117,"62B",1348.79700109,171.218098819
69,"Waupaca",5531360.39538,1244691964.89,118,"63A",1730.69874748,129.261597042
70,"Waushara",4380922.3824,993201694.516,126,"57C",1139.39353852,3.46329634465
70,"Waushara",4380922.3824,993201694.516,134,"53",1640.73782609,14.1007598123
70,"Waushara",4380922.3824,993201694.516,143,"54A",1649.17038132,9.19368666576
71,"Winnebago",2193249.15022,292840117.064,114,"63B",1855.3322041,0.000282978758741
9,"Chippewa",7886917.55977,1724383618.6,98,"59A",2186.80474896,272.360438554
9,"Chippewa",7886917.55977,1724383618.6,105,"59B",2946.50560218,69.8043885281
9,"Chippewa",7886917.55977,1724383618.6,110,"58",1768.64953716,36.3621230872
10,"Clark",7400022.9875,1936691874.9,98,"59A",2186.80474896,12.1595080318
17,"Dunn",6808148.62895,1517064352.59,83,"22A",1307.10889528,227.803182561
26,"Iron",2825891.1826,1922288339.91,32,"34",793.476506038,118.828066797
26,"Iron",2825891.1826,1922288339.91,39,"29B",726.677722585,65.6733544155
35,"Lincoln",4615080.92723,2064074468.11,47,"31",1173.63100102,6.56105314365
35,"Lincoln",4615080.92723,2064074468.11,63,"32",1342.30745481,363.245230507
35,"Lincoln",4615080.92723,2064074468.11,97,"33",1257.65915672,42.6339895504
37,"Marathon",10649952.693,2589955491.1,97,"33",1257.65915672,204.363639682
44,"Oneida",6254359.27323,2778720456.66,39,"29B",726.677722585,5.34763524144
44,"Oneida",6254359.27323,2778720456.66,47,"31",1173.63100102,334.970045451
44,"Oneida",6254359.27323,2778720456.66,63,"32",1342.30745481,0.0300447545259
48,"Pierce",4049747.78325,690865577.424,99,"60B",935.94389329,8.6957407773
51,"Price",4618946.88217,3106925681.22,39,"29B",726.677722585,22.1623708269
51,"Price",4618946.88217,3106925681.22,47,"31",1173.63100102,65.0139672948
51,"Price",4618946.88217,3106925681.22,63,"32",1342.30745481,37.4671616345
56,"Saint Croix",4629241.32259,619399871.551,100,"60M",558.502258634,66.878348009
56,"Saint Croix",4629241.32259,619399871.551,105,"59B",2946.50560218,21.7791203418
61,"Taylor",5661805.97022,2107866915.02,63,"32",1342.30745481,86.293409557
61,"Taylor",5661805.97022,2107866915.02,97,"33",1257.65915672,29.2000653928
61,"Taylor",5661805.97022,2107866915.02,98,"59A",2186.80474896,46.6104756391
61,"Taylor",5661805.97022,2107866915.02,101,"27",1269.20943297,101.988387208
64,"Vilas",4760403.70715,2209790092.53,32,"34",793.476506038,143.262098514
64,"Vilas",4760403.70715,2209790092.53,39,"29B",726.677722585,140.163490136
64,"Vilas",4760403.70715,2209790092.53,47,"31",1173.63100102,7.29592197046
15,"Door",3308852.06434,704952419.247,67,"81",3.94797707747,1.39222110666
15,"Door",3308852.06434,704952419.247,69,"81",58.454666823,15.2746055843
15,"Door",3308852.06434,704952419.247,76,"81",0.0457865655098,0.00735337804018
15,"Door",3308852.06434,704952419.247,78,"81",2.58007064006,0.860636333423
15,"Door",3308852.06434,704952419.247,80,"81",1.20338744591,0.431007163032
15,"Door",3308852.06434,704952419.247,81,"80A",652.015026312,151.807392495
15,"Door",3308852.06434,704952419.247,88,"82",11.4716469616,3.77877925356
15,"Door",3308852.06434,704952419.247,89,"82",0.113608830767,0.039403148077
15,"Door",3308852.06434,704952419.247,91,"80C",14.6528916507,5.42101042309
15,"Door",3308852.06434,704952419.247,95,"82",0.135436474101,0.0336360312952
34,"Langlade",3389521.25713,1938853341.63,108,"47",902.701987958,11.8185476326
35,"Lincoln",4615080.92723,2064074468.11,48,"38",1136.48311847,3.28862336563
35,"Lincoln",4615080.92723,2064074468.11,53,"37",706.69877349,1.95211836575
35,"Lincoln",4615080.92723,2064074468.11,61,"52",910.881722581,279.71672164
35,"Lincoln",4615080.92723,2064074468.11,66,"42",969.103779022,71.6505814834
35,"Lincoln",4615080.92723,2064074468.11,96,"46",1110.33398563,27.8952895756
37,"Marathon",10649952.693,2589955491.1,96,"46",1110.33398563,245.996308722
37,"Marathon",10649952.693,2589955491.1,112,"57D",5.54448202752,2.08077527955
40,"Menominee",695650.87023,921163178.676,108,"47",902.701987958,0.0671493039762
43,"Oconto",5046603.89156,1941919568.71,58,"45",1582.86775418,34.720726732
43,"Oconto",5046603.89156,1941919568.71,60,"44",1307.23962286,129.270083451
43,"Oconto",5046603.89156,1941919568.71,70,"49B",568.227245655,0.959988829581
43,"Oconto",5046603.89156,1941919568.71,74,"49A",638.868544783,171.936667401
43,"Oconto",5046603.89156,1941919568.71,102,"51B",1568.84061485,256.854521546
43,"Oconto",5046603.89156,1941919568.71,104,"48",947.656191863,0.031824114246
44,"Oneida",6254359.27323,2778720456.66,42,"36",858.210272855,83.8097277431
44,"Oneida",6254359.27323,2778720456.66,46,"39",1133.49207877,35.7688874526
44,"Oneida",6254359.27323,2778720456.66,48,"38",1136.48311847,308.845310252
44,"Oneida",6254359.27323,2778720456.66,53,"37",706.69877349,233.04246678
44,"Oneida",6254359.27323,2778720456.66,61,"52",910.881722581,20.9642292981
44,"Oneida",6254359.27323,2778720456.66,62,"43",1280.41720636,40.5010723613
44,"Oneida",6254359.27323,2778720456.66,66,"42",969.103779022,9.5905471067
59,"Shawano",5294438.30686,1501614997.32,96,"46",1110.33398563,15.1118953292
59,"Shawano",5294438.30686,1501614997.32,102,"51B",1568.84061485,6.89327578097
59,"Shawano",5294438.30686,1501614997.32,104,"48",947.656191863,0.937550489647
64,"Vilas",4760403.70715,2209790092.53,36,"35",1201.68656255,342.039553897
64,"Vilas",4760403.70715,2209790092.53,42,"36",858.210272855,190.113848515
64,"Vilas",4760403.70715,2209790092.53,46,"39",1133.49207877,16.9966254287
64,"Vilas",4760403.70715,2209790092.53,48,"38",1136.48311847,13.2861668374
