"FID_DeerRa","COUNTY_NAM","Shape_Leng","Shape_Area","FID_dmu_19","UNIT_ID","DMUArea","AREA_SQM"
12,"Crawford",4323581.91309,1178814390.46,84,"74A",855.810395104,0.00176846941441
12,"Crawford",4323581.91309,1178814390.46,87,"71",2056.48782638,57.7091301414
12,"Crawford",4323581.91309,1178814390.46,89,"74B",1553.92140415,397.421498408
12,"Crawford",4323581.91309,1178814390.46,92,"73",3133.12601016,0.0103837192706
22,"Grant",7330495.82404,1417197915.3,87,"71",2056.48782638,1.0156755301
22,"Grant",7330495.82404,1417197915.3,89,"74B",1553.92140415,0.858937321008
22,"Grant",7330495.82404,1417197915.3,92,"73",3133.12601016,542.851934546
27,"Jackson",5655543.20064,2142628047.74,68,"59C",2211.31684174,358.461996373
27,"Jackson",5655543.20064,2142628047.74,69,"55",2416.75539622,448.863548339
27,"Jackson",5655543.20064,2142628047.74,71,"56",954.930937222,4.00698663386
27,"Jackson",5655543.20064,2142628047.74,77,"59D",1420.41952787,9.44846853469
32,"La Crosse",3322902.69147,828893532.641,68,"59C",2211.31684174,0.0245274133436
32,"La Crosse",3322902.69147,828893532.641,77,"59D",1420.41952787,277.426799992
32,"La Crosse",3322902.69147,828893532.641,84,"74A",855.810395104,14.4560360393
42,"Monroe",6734264.34182,1677921915.52,68,"59C",2211.31684174,30.6072211501
42,"Monroe",6734264.34182,1677921915.52,69,"55",2416.75539622,199.113865352
42,"Monroe",6734264.34182,1677921915.52,71,"56",954.930937222,64.6736441194
42,"Monroe",6734264.34182,1677921915.52,76,"72",2138.18094363,255.563222696
42,"Monroe",6734264.34182,1677921915.52,77,"59D",1420.41952787,74.4696373935
53,"Richland",4712524.51269,1074686387.88,87,"71",2056.48782638,353.985386305
62,"Trempealeau",5289141.95847,1402558198.6,68,"59C",2211.31684174,234.067057217
62,"Trempealeau",5289141.95847,1402558198.6,77,"59D",1420.41952787,0.00908756168916
62,"Trempealeau",5289141.95847,1402558198.6,80,"61A",7.06780989455,2.35660515709
63,"Vernon",5654107.88684,1361968298.82,76,"72",2138.18094363,162.68159214
63,"Vernon",5654107.88684,1361968298.82,77,"59D",1420.41952787,25.2501434466
63,"Vernon",5654107.88684,1361968298.82,84,"74A",855.810395104,194.197970967
63,"Vernon",5654107.88684,1361968298.82,87,"71",2056.48782638,110.443045072
63,"Vernon",5654107.88684,1361968298.82,89,"74B",1553.92140415,33.2861484835
5,"Brown",2336438.22904,294715331.076,72,"64",3059.89018818,58.675364869
8,"Calumet",1276602.85896,177572197.146,72,"64",3059.89018818,57.1630640139
8,"Calumet",1276602.85896,177572197.146,75,"W",534.17182822,0.0846805208559
8,"Calumet",1276602.85896,177572197.146,82,"69",3597.13278594,10.3726097764
11,"Columbia",5205603.56722,961401294.363,78,"67",2045.90074002,64.9063130567
