"FID_DeerRa","COUNTY_NAM","Shape_Leng","Shape_Area","FID_dmu_20","UNIT_ID","DMUArea","AREA_SQM"
1,"Adams",3460444.06127,1300741778.31,125,"57C",1139.39368842,1.0714543828
1,"Adams",3460444.06127,1300741778.31,133,"53",1640.73778259,197.664921527
1,"Adams",3460444.06127,1300741778.31,142,"54A",1649.17074422,232.563853763
1,"Adams",3460444.06127,1300741778.31,145,"54B",1559.8047034,0.371959142979
1,"Adams",3460444.06127,1300741778.31,148,"54C",369.123232287,69.0591407287
1,"Adams",3460444.06127,1300741778.31,151,"70E",266.272344056,1.48787883148
2,"Ashland",3296207.87517,2595041129.74,0,"79",1.25940722806,0.463064307055
2,"Ashland",3296207.87517,2595041129.74,1,"79",31.7851616675,11.9599768914
2,"Ashland",3296207.87517,2595041129.74,2,"79",0.667214418725,0.236019009284
2,"Ashland",3296207.87517,2595041129.74,3,"79",4.22515039918,1.57708155491
2,"Ashland",3296207.87517,2595041129.74,4,"79",1.38616717389,0.500924361863
2,"Ashland",3296207.87517,2595041129.74,5,"79",5.42583985367,2.00897999436
2,"Ashland",3296207.87517,2595041129.74,6,"79",7.38352746362,2.76822612374
2,"Ashland",3296207.87517,2595041129.74,7,"79",5.33823914934,2.02477112793
2,"Ashland",3296207.87517,2595041129.74,8,"79",2.71616920782,1.00629678513
2,"Ashland",3296207.87517,2595041129.74,12,"79",5.25702544474,2.01056087072
2,"Ashland",3296207.87517,2595041129.74,13,"79",39.7120312133,15.203772753
2,"Ashland",3296207.87517,2595041129.74,14,"79",20.2113677966,7.71181257085
2,"Ashland",3296207.87517,2595041129.74,19,"79",6.17157087729,2.28354892559
2,"Ashland",3296207.87517,2595041129.74,20,"79",3.1057143834,1.16774004648
2,"Ashland",3296207.87517,2595041129.74,21,"78",58.8342883751,21.9476684291
2,"Ashland",3296207.87517,2595041129.74,22,"79",7.72812091101,2.925965247
2,"Ashland",3296207.87517,2595041129.74,25,"78",0.981536987628,0.285511965774
2,"Ashland",3296207.87517,2595041129.74,27,"6",1262.88209476,275.459995155
2,"Ashland",3296207.87517,2595041129.74,28,"28",1765.3376112,209.282132171
2,"Ashland",3296207.87517,2595041129.74,33,"13",2104.51452509,33.1555754407
2,"Ashland",3296207.87517,2595041129.74,36,"29A",709.484827938,39.7925833028
2,"Ashland",3296207.87517,2595041129.74,37,"14",884.553046983,187.277296128
2,"Ashland",3296207.87517,2595041129.74,177,"7",488.06527589,180.335981823
3,"Barron",7454324.425,1374707806.59,51,"17",740.779868186,8.66416776078
3,"Barron",7454324.425,1374707806.59,53,"15",1313.74466971,76.3201754153
3,"Barron",7454324.425,1374707806.59,55,"16",1274.72348162,27.6171515741
3,"Barron",7454324.425,1374707806.59,58,"22",1650.25675104,313.074620386
