"FID_DeerRa","COUNTY_NAM","Shape_Leng","Shape_Area","FID_dmu_20","DEER_MGMT_","DMUArea","AREA_SQM"
1,"Adams",3460444.06127,1300741778.31,29,"70E-CWD",266.272265836,1.48788025545
1,"Adams",3460444.06127,1300741778.31,33,"54C",369.123185482,69.0591487084
1,"Adams",3460444.06127,1300741778.31,36,"54B",705.992635537,0.371960389378
1,"Adams",3460444.06127,1300741778.31,41,"54A",1649.17037406,232.563861033
1,"Adams",3460444.06127,1300741778.31,50,"53",1640.73782859,197.664905679
1,"Adams",3460444.06127,1300741778.31,58,"57C",1139.39353749,1.07145231048
2,"Ashland",3296207.87517,2595041129.74,155,"14",884.553176912,187.277315737
2,"Ashland",3296207.87517,2595041129.74,156,"29A",709.484583569,39.7925838888
2,"Ashland",3296207.87517,2595041129.74,159,"13",2104.51453448,33.1556064163
2,"Ashland",3296207.87517,2595041129.74,163,"28",1765.33768533,209.28214315
2,"Ashland",3296207.87517,2595041129.74,164,"6",1590.18958299,275.45996009
2,"Ashland",3296207.87517,2595041129.74,166,"7",500.914130526,180.33596039
2,"Ashland",3296207.87517,2595041129.74,167,"78",0.98157468714,0.285519532544
2,"Ashland",3296207.87517,2595041129.74,170,"79",7.72815681306,2.92597538144
2,"Ashland",3296207.87517,2595041129.74,171,"78",58.8342651677,21.9476695971
2,"Ashland",3296207.87517,2595041129.74,172,"79",3.10572441419,1.16774236079
2,"Ashland",3296207.87517,2595041129.74,173,"79",6.17161836336,2.28355370596
2,"Ashland",3296207.87517,2595041129.74,178,"79",20.2113592054,7.71182325551
2,"Ashland",3296207.87517,2595041129.74,179,"79",39.7120137372,15.2037769566
2,"Ashland",3296207.87517,2595041129.74,180,"79",5.2570374599,2.01056750956
2,"Ashland",3296207.87517,2595041129.74,184,"79",2.71616810838,1.00629593916
2,"Ashland",3296207.87517,2595041129.74,185,"79",5.33821783006,2.02477108924
2,"Ashland",3296207.87517,2595041129.74,186,"79",7.38356553924,2.76822476248
2,"Ashland",3296207.87517,2595041129.74,187,"79",5.42586577945,2.00898410031
2,"Ashland",3296207.87517,2595041129.74,188,"79",1.38615837137,0.500923547465
2,"Ashland",3296207.87517,2595041129.74,189,"79",4.22516902487,1.57708021612
2,"Ashland",3296207.87517,2595041129.74,190,"79",0.667220734605,0.236019783471
2,"Ashland",3296207.87517,2595041129.74,191,"79",31.7851752314,11.9599712509
2,"Ashland",3296207.87517,2595041129.74,192,"79",1.25940914084,0.463063962685
3,"Barron",7454324.425,1374707806.59,110,"22A",1307.10889724,54.703317543
3,"Barron",7454324.425,1374707806.59,125,"23",1342.33392569,50.3982404036
3,"Barron",7454324.425,1374707806.59,134,"22",1650.25673887,313.074590117
3,"Barron",7454324.425,1374707806.59,137,"16",1274.72353381,27.6171897036
3,"Barron",7454324.425,1374707806.59,139,"15",1313.74468972,76.3201224802
3,"Barron",7454324.425,1374707806.59,141,"17",740.780027348,8.66419131068
4,"Bayfield",4438110.03157,3653560559.33,159,"13",2104.51453448,134.162555122
4,"Bayfield",4438110.03157,3653560559.33,160,"9",1199.5370486,149.223852705
4,"Bayfield",4438110.03157,3653560559.33,164,"6",1590.18958299,270.911165091
4,"Bayfield",4438110.03157,3653560559.33,169,"2",1754.29304289,296.431435912
4,"Bayfield",4438110.03157,3653560559.33,175,"79",0.114398050836,0.0239339029965
4,"Bayfield",4438110.03157,3653560559.33,177,"3",1492.11862546,554.465052129
4,"Bayfield",4438110.03157,3653560559.33,181,"79",1.12357245534,0.405109922477
4,"Bayfield",4438110.03157,3653560559.33,182,"79",1.07314807906,0.375760606431
4,"Bayfield",4438110.03157,3653560559.33,183,"79",11.4697784405,4.34997243049
5,"Brown",2336438.22904,294715331.076,51,"64",2473.8802669,27.6688971163
5,"Brown",2336438.22904,294715331.076,57,"63B",0.500748026861,0.0627035822561
5,"Brown",2336438.22904,294715331.076,59,"63B",0.283408303212,0.0624434800743
5,"Brown",2336438.22904,294715331.076,60,"63B",0.0123771509408,0.00307491391511
5,"Brown",2336438.22904,294715331.076,64,"64M",937.30520543,81.0118958056
5,"Brown",2336438.22904,294715331.076,70,"63B",1855.33220313,0.996556905328
5,"Brown",2336438.22904,294715331.076,71,"80B",1470.86003643,3.6543490899
6,"Buffalo",5695342.48166,1450045154.51,44,"61B",19.395825979,1.16414555718
6,"Buffalo",5695342.48166,1450045154.51,63,"61",3283.64463545,552.733398941
6,"Buffalo",5695342.48166,1450045154.51,80,"59B",2946.50559975,5.96405932222
7,"Burnett",4049341.22307,1974778197.74,137,"16",1274.72353381,62.3614005206
7,"Burnett",4049341.22307,1974778197.74,139,"15",1313.74468972,120.228148032
7,"Burnett",4049341.22307,1974778197.74,149,"10",1002.44030917,278.041179639
7,"Burnett",4049341.22307,1974778197.74,152,"11",1013.75211159,200.578321132
7,"Burnett",4049341.22307,1974778197.74,158,"8",1030.40540246,101.250933588
8,"Calumet",1276602.85896,177572197.146,38,"69",2627.81513836,10.3726097033
8,"Calumet",1276602.85896,177572197.146,48,"W",534.171891276,0.0846907666068
8,"Calumet",1276602.85896,177572197.146,51,"64",2473.8802669,57.1630535855
8,"Calumet",1276602.85896,177572197.146,70,"63B",1855.33220313,0.940654572237
9,"Chippewa",7886917.55977,1724383618.6,74,"58",1768.64954181,36.36212314
9,"Chippewa",7886917.55977,1724383618.6,76,"59E",4.23586610538,1.55765109105
9,"Chippewa",7886917.55977,1724383618.6,80,"59B",2946.50559975,69.8043889381
9,"Chippewa",7886917.55977,1724383618.6,87,"59A",2182.56887566,270.802787363
9,"Chippewa",7886917.55977,1724383618.6,98,"23A",6.35331474859,1.45780132178
9,"Chippewa",7886917.55977,1724383618.6,110,"22A",1307.10889724,43.8899841298
9,"Chippewa",7886917.55977,1724383618.6,125,"23",1342.33392569,171.745742336
9,"Chippewa",7886917.55977,1724383618.6,128,"24",881.978579927,70.1677590575
10,"Clark",7400022.9875,1936691874.9,52,"56",954.930917441,3.73220507777
10,"Clark",7400022.9875,1936691874.9,55,"55",1753.38650388,177.895445429
10,"Clark",7400022.9875,1936691874.9,56,"59C",2211.31687801,3.11003134628
10,"Clark",7400022.9875,1936691874.9,65,"57B",1204.39163648,115.847020111
10,"Clark",7400022.9875,1936691874.9,74,"58",1768.64954181,289.980828256
10,"Clark",7400022.9875,1936691874.9,84,"27",1269.20943291,145.035875174
10,"Clark",7400022.9875,1936691874.9,87,"59A",2182.56887566,12.159508032
11,"Columbia",5205603.56722,961401294.363,18,"76-CWD",2348.90147513,0.0113975499849
11,"Columbia",5205603.56722,961401294.363,20,"76A-CWD",2412.88872976,0.00387564459234
11,"Columbia",5205603.56722,961401294.363,25,"70G-CWD",918.689324138,120.329840149
11,"Columbia",5205603.56722,961401294.363,26,"70B-CWD",1000.4770722,128.052532674
11,"Columbia",5205603.56722,961401294.363,27,"68B",1610.78360869,0.737234282282
