Date,Year,Month,Value,,
193304,1933,4,-0.99,,
193305,1933,5,-1.8,,
193306,1933,6,-1.98,,
193307,1933,7,-3.14,,
193308,1933,8,-2.82,,
193309,1933,9,-2.79,,
193310,1933,10,-1.78,,
193311,1933,11,-0.6,,
193312,1933,12,-0.81,,
193401,1934,1,-0.53,,
193402,1934,2,-0.22,,
193403,1934,3,0.69,,
193404,1934,4,1.21,,
193405,1934,5,0.61,,
193406,1934,6,-0.24,,
193407,1934,7,0.11,,
193408,1934,8,1.15,,
193409,1934,9,1,,
193410,1934,10,1.79,,
193411,1934,11,1.37,,
193412,1934,12,1.36,,
193501,1935,1,0.55,,
193502,1935,2,0.02,,
193503,1935,3,-0.37,,
193504,1935,4,0.14,,
193505,1935,5,0.71,,
193506,1935,6,1.35,,
193507,1935,7,0.51,,
193508,1935,8,0.22,,
193509,1935,9,0.23,,
193510,1935,10,0.2,,
193511,1935,11,-0.1,,
193512,1935,12,1.09,,
193601,1936,1,1.66,,
193602,1936,2,1.15,,
193603,1936,3,0.88,,
193604,1936,4,1,,
193605,1936,5,1.46,,
193606,1936,6,2.39,,
193607,1936,7,2.61,,
193608,1936,8,1.76,,
193609,1936,9,0.8,,
193610,1936,10,1.97,,
193611,1936,11,2.61,,
193612,1936,12,1.35,,
193701,1937,1,-0.21,,
193702,1937,2,-0.86,,
193703,1937,3,-0.52,,
193704,1937,4,-0.76,,
193705,1937,5,-0.45,,
193706,1937,6,1.32,,
193707,1937,7,-0.42,,
193708,1937,8,-1.09,,
193709,1937,9,-0.27,,
193710,1937,10,0.31,,
193711,1937,11,0.26,,
193712,1937,12,0.54,,
193801,1938,1,1.03,,
193802,1938,2,0.05,,
193803,1938,3,-0.72,,
193804,1938,4,-0.26,,
193805,1938,5,-0.61,,
193806,1938,6,-0.52,,
193807,1938,7,-0.6,,
193808,1938,8,-0.63,,
193809,1938,9,-0.34,,
193810,1938,10,0.52,,
193811,1938,11,-0.31,,
193812,1938,12,0.9,,
193901,1939,1,0.88,,
193902,1939,2,-0.19,,
193903,1939,3,-0.78,,
193904,1939,4,0.01,,
193905,1939,5,0,,
193906,1939,6,0.04,,
193907,1939,7,-1.03,,
193908,1939,8,-1.18,,
193909,1939,9,-1.55,,
193910,1939,10,-1.61,,
193911,1939,11,-1.07,,
193912,1939,12,1.37,,
194001,1940,1,1.74,,
194002,1940,2,1.43,,
194003,1940,3,1.8,,
194004,1940,4,2.05,,
194005,1940,5,1.79,,
194006,1940,6,2.23,,
194007,1940,7,1.79,,
194008,1940,8,1.41,,
194009,1940,9,1.29,,
194010,1940,10,1.32,,
194011,1940,11,1.42,,
194012,1940,12,2.66,,
194101,1941,1,2.77,,
194102,1941,2,2.89,,
194103,1941,3,2.57,,
194104,1941,4,2.35,,
194105,1941,5,2.24,,
194106,1941,6,3.07,,
194107,1941,7,2.74,,
194108,1941,8,2.96,,
194109,1941,9,1.97,,
194110,1941,10,1.22,,
194111,1941,11,1.7,,
194112,1941,12,2.25,,
194201,1942,1,2.48,,
194202,1942,2,1.58,,
194203,1942,3,0.66,,
194204,1942,4,0.82,,
194205,1942,5,0.62,,
194206,1942,6,1.1,,
194207,1942,7,0.57,,
194208,1942,8,0.36,,
194209,1942,9,0.11,,
194210,1942,10,0.03,,
194211,1942,11,-0.25,,
194212,1942,12,-1.25,,
194301,1943,1,-1.69,,
194302,1943,2,-0.48,,
194303,1943,3,0.16,,
194304,1943,4,0.45,,
194305,1943,5,0.5,,
194306,1943,6,-0.1,,
194307,1943,7,-0.55,,
194308,1943,8,-1.73,,
194309,1943,9,-1.34,,
194310,1943,10,-1.44,,
194311,1943,11,-0.17,,
194312,1943,12,1.79,,
194401,1944,1,0.86,,
194402,1944,2,0.23,,
194403,1944,3,-0.48,,
194404,1944,4,-0.72,,
194405,1944,5,-1.34,,
194406,1944,6,-1.68,,
194407,1944,7,-1.56,,
194408,1944,8,-0.94,,
194409,1944,9,-1.69,,
194410,1944,10,-1.19,,
194411,1944,11,-0.74,,
194412,1944,12,-0.56,,
194501,1945,1,-0.3,,
194502,1945,2,-0.46,,
194503,1945,3,-0.22,,
194504,1945,4,-0.2,,
194505,1945,5,-0.11,,
194506,1945,6,0.38,,
194507,1945,7,-0.27,,
194508,1945,8,-0.87,,
194509,1945,9,-0.59,,
194510,1945,10,-0.49,,
194511,1945,11,-1.46,,
194512,1945,12,-2.16,,
194601,1946,1,-1.36,,
194602,1946,2,0.34,,
194603,1946,3,0.01,,
194604,1946,4,0.55,,
194605,1946,5,0.68,,
194606,1946,6,0.65,,
194607,1946,7,0.3,,
194608,1946,8,-0.27,,
194609,1946,9,-0.35,,
194610,1946,10,-1.24,,
194611,1946,11,-1.57,,
194612,1946,12,-1.04,,
194701,1947,1,-0.09,,
194702,1947,2,0.02,,
194703,1947,3,-0.06,,
194704,1947,4,-0.39,,
194705,1947,5,0.06,,
194706,1947,6,1.03,,
194707,1947,7,0.7,,
194708,1947,8,0.5,,
194709,1947,9,0.55,,
194710,1947,10,1.6,,
194711,1947,11,0.13,,
194712,1947,12,0.52,,
194801,1948,1,0.34,,
194802,1948,2,0.21,,
194803,1948,3,-0.42,,
194804,1948,4,-2.01,,
194805,1948,5,0.64,,
194806,1948,6,0.61,,
194807,1948,7,-0.52,,
194808,1948,8,-1.29,,
194809,1948,9,-1.42,,
194810,1948,10,-1.53,,
194811,1948,11,-0.49,,
194812,1948,12,-1.9,,
194901,1949,1,-2.76,,
194902,1949,2,-2.99,,
194903,1949,3,-1.75,,
194904,1949,4,-1.44,,
194905,1949,5,-1.28,,
194906,1949,6,-0.9,,
194907,1949,7,-1.38,,
194908,1949,8,-1.49,,
194909,1949,9,-1.5,,
194910,1949,10,-2.17,,
194911,1949,11,-1.07,,
194912,1949,12,-1.01,,
195001,1950,1,-1.73,,
195002,1950,2,-2.21,,
195003,1950,3,-1.91,,
195004,1950,4,-1.99,,
195005,1950,5,-3.02,,
195006,1950,6,-2.23,,
195007,1950,7,-3.5,,
195008,1950,8,-2.88,,
195009,1950,9,-2.33,,
195010,1950,10,-1.89,,
195011,1950,11,-1.46,,
195012,1950,12,-1.2,,
195101,1951,1,-1.25,,
195102,1951,2,-1.58,,
195103,1951,3,-1.72,,
195104,1951,4,-1.31,,
195105,1951,5,-1.17,,
195106,1951,6,-1.38,,
195107,1951,7,-0.24,,
195108,1951,8,-1.59,,
195109,1951,9,-0.82,,
195110,1951,10,-0.1,,
195111,1951,11,-0.44,,
195112,1951,12,-1.3,,
195201,1952,1,-2.26,,
195202,1952,2,-1.65,,
195203,1952,3,-1.66,,
195204,1952,4,-1.91,,
195205,1952,5,-1.81,,
195206,1952,6,-1.87,,
195207,1952,7,-2.08,,
195208,1952,8,-1.4,,
195209,1952,9,-1.36,,
195210,1952,10,-0.89,,
195211,1952,11,-0.41,,
195212,1952,12,-0.95,,
195301,1953,1,-0.16,,
195302,1953,2,-0.4,,
195303,1953,3,-1.26,,
195304,1953,4,-0.96,,
195305,1953,5,-0.57,,
195306,1953,6,-0.36,,
195307,1953,7,0.17,,
195308,1953,8,-0.81,,
195309,1953,9,-0.81,,
195310,1953,10,-1.19,,
195311,1953,11,-0.42,,
195312,1953,12,-0.02,,
195401,1954,1,-0.99,,
195402,1954,2,-0.93,,
195403,1954,3,-1,,
195404,1954,4,-1.23,,
195405,1954,5,-0.63,,
195406,1954,6,0.64,,
195407,1954,7,0.07,,
195408,1954,8,-0.18,,
195409,1954,9,-1,,
195410,1954,10,0.08,,
195411,1954,11,0.86,,
195412,1954,12,0.37,,
195501,1955,1,-0.18,,
195502,1955,2,-1.09,,
195503,1955,3,-1.26,,
195504,1955,4,-2.22,,
195505,1955,5,-1.82,,
195506,1955,6,-2.21,,
195507,1955,7,-2.75,,
195508,1955,8,-2.56,,
195509,1955,9,-2.38,,
195510,1955,10,-3.29,,
195511,1955,11,-2.66,,
195512,1955,12,-2.2,,
195601,1956,1,-2.23,,
195602,1956,2,-2.31,,
195603,1956,3,-2.89,,
195604,1956,4,-2.57,,
195605,1956,5,-1.59,,
195606,1956,6,-1.96,,
195607,1956,7,-1.52,,
195608,1956,8,-1.02,,
195609,1956,9,-0.35,,
195610,1956,10,-1.71,,
195611,1956,11,-2.44,,
195612,1956,12,-1.26,,
195701,1957,1,-1.36,,
195702,1957,2,-1.48,,
195703,1957,3,-0.9,,
195704,1957,4,-0.79,,
195705,1957,5,0,,
195706,1957,6,1.61,,
195707,1957,7,0.64,,
195708,1957,8,0.34,,
195709,1957,9,1.89,,
195710,1957,10,1.82,,
195711,1957,11,1.67,,
195712,1957,12,0.53,,
195801,1958,1,0.88,,
195802,1958,2,0.98,,
195803,1958,3,0.68,,
195804,1958,4,0.76,,
195805,1958,5,1.55,,
195806,1958,6,1.62,,
195807,1958,7,0.52,,
195808,1958,8,1.13,,
195809,1958,9,0.82,,
195810,1958,10,0.46,,
195811,1958,11,0.47,,
195812,1958,12,1.19,,
195901,1959,1,1.06,,
195902,1959,2,0.36,,
195903,1959,3,0.07,,
195904,1959,4,-0.05,,
195905,1959,5,-0.06,,
195906,1959,6,0.29,,
195907,1959,7,-0.41,,
195908,1959,8,-0.38,,
195909,1959,9,-0.51,,
195910,1959,10,0.88,,
195911,1959,11,1.38,,
195912,1959,12,1.04,,
196001,1960,1,0.33,,
196002,1960,2,0.57,,
196003,1960,3,0.35,,
196004,1960,4,0.15,,
196005,1960,5,0.42,,
196006,1960,6,1.07,,
196007,1960,7,-0.59,,
196008,1960,8,-0.32,,
196009,1960,9,-0.97,,
196010,1960,10,-0.34,,
196011,1960,11,-0.27,,
196012,1960,12,0.15,,
196101,1961,1,0.9,,
196102,1961,2,0.92,,
196103,1961,3,0.62,,
196104,1961,4,0.32,,
196105,1961,5,-0.39,,
196106,1961,6,-0.67,,
196107,1961,7,-1.12,,
196108,1961,8,-0.81,,
196109,1961,9,-1.19,,
196110,1961,10,-1.76,,
196111,1961,11,-1.49,,
196112,1961,12,-1.77,,
196201,1962,1,-1.04,,
196202,1962,2,-1.04,,
196203,1962,3,-1.14,,
196204,1962,4,-0.97,,
196205,1962,5,-1.29,,
196206,1962,6,-1.8,,
196207,1962,7,-1.93,,
196208,1962,8,-0.67,,
196209,1962,9,-1.58,,
196210,1962,10,-1.64,,
196211,1962,11,-0.37,,
196212,1962,12,-0.2,,
196301,1963,1,0.08,,
196302,1963,2,0.27,,
196303,1963,3,-0.19,,
196304,1963,4,-0.43,,
196305,1963,5,-1.14,,
196306,1963,6,-0.69,,
196307,1963,7,-1.28,,
196308,1963,8,-1.03,,
196309,1963,9,0.85,,
196310,1963,10,0.29,,
196311,1963,11,-0.48,,
196312,1963,12,0.43,,
196401,1964,1,0.48,,
196402,1964,2,0.24,,
196403,1964,3,-0.69,,
196404,1964,4,-1.25,,
196405,1964,5,-2.31,,
196406,1964,6,-0.75,,
196407,1964,7,-1.07,,
196408,1964,8,-1.53,,
196409,1964,9,-1.36,,
196410,1964,10,-0.66,,
196411,1964,11,-0.65,,
196412,1964,12,-0.62,,
196501,1965,1,-0.99,,
196502,1965,2,-0.65,,
196503,1965,3,-0.22,,
196504,1965,4,-0.11,,
196505,1965,5,-0.67,,
196506,1965,6,-0.8,,
196507,1965,7,-0.72,,
196508,1965,8,0.3,,
196509,1965,9,0.78,,
196510,1965,10,0.33,,
196511,1965,11,0.43,,
196512,1965,12,0.28,,
196601,1966,1,-0.72,,
196602,1966,2,-0.49,,
196603,1966,3,-1,,
196604,1966,4,-0.37,,
196605,1966,5,-0.68,,
196606,1966,6,0.04,,
196607,1966,7,-0.1,,
196608,1966,8,-0.43,,
196609,1966,9,-0.5,,
196610,1966,10,-0.7,,
196611,1966,11,-0.79,,
196612,1966,12,-0.24,,
196701,1967,1,-0.27,,
196702,1967,2,-0.29,,
196703,1967,3,-0.82,,
196704,1967,4,-1.13,,
196705,1967,5,-1.6,,
196706,1967,6,-1.25,,
196707,1967,7,-1.22,,
196708,1967,8,-1.63,,
196709,1967,9,-0.69,,
196710,1967,10,-0.17,,
196711,1967,11,0.29,,
196712,1967,12,-0.72,,
196801,1968,1,-0.66,,
196802,1968,2,-0.26,,
196803,1968,3,-0.03,,
196804,1968,4,-0.78,,
196805,1968,5,-0.76,,
196806,1968,6,0.14,,
196807,1968,7,0.41,,
196808,1968,8,-0.03,,
196809,1968,9,0.26,,
196810,1968,10,-0.22,,
196811,1968,11,0,,
196812,1968,12,-0.32,,
196901,1969,1,-0.75,,
196902,1969,2,-1.25,,
196903,1969,3,-1.23,,
196904,1969,4,-1.08,,
196905,1969,5,-1.02,,
196906,1969,6,0.81,,
196907,1969,7,-0.49,,
196908,1969,8,-1.06,,
196909,1969,9,-1.19,,
196910,1969,10,0.87,,
196911,1969,11,0.58,,
196912,1969,12,1.08,,
197001,1970,1,1.03,,
197002,1970,2,0.97,,
197003,1970,3,1.18,,
197004,1970,4,0.31,,
197005,1970,5,-0.84,,
197006,1970,6,-0.04,,
197007,1970,7,-0.97,,
197008,1970,8,-1.83,,
197009,1970,9,-1.72,,
197010,1970,10,-1.19,,
197011,1970,11,-0.94,,
197012,1970,12,-0.95,,
197101,1971,1,-1.32,,
197102,1971,2,-1.53,,
197103,1971,3,-1.64,,
197104,1971,4,-1.74,,
197105,1971,5,-1.72,,
197106,1971,6,-1.69,,
197107,1971,7,-2.29,,
197108,1971,8,-0.42,,
197109,1971,9,-0.23,,
197110,1971,10,-0.44,,
197111,1971,11,-1.32,,
197112,1971,12,-1.77,,
197201,1972,1,-2.12,,
197202,1972,2,-1.99,,
197203,1972,3,-1.61,,
197204,1972,4,-1.76,,
197205,1972,5,-2.16,,
197206,1972,6,-1.88,,
197207,1972,7,-1.55,,
197208,1972,8,-0.22,,
197209,1972,9,-0.13,,
197210,1972,10,-0.16,,
197211,1972,11,-0.04,,
197212,1972,12,-0.4,,
197301,1973,1,-0.22,,
197302,1973,2,-0.59,,
197303,1973,3,-0.89,,
197304,1973,4,-1.4,,
197305,1973,5,-1.63,,
197306,1973,6,-1.45,,
197307,1973,7,-1.42,,
197308,1973,8,-1.64,,
197309,1973,9,-1.14,,
197310,1973,10,-1.37,,
197311,1973,11,-1.5,,
197312,1973,12,-0.96,,
197401,1974,1,-0.92,,
197402,1974,2,-1.39,,
197403,1974,3,-1.29,,
197404,1974,4,-0.7,,
197405,1974,5,-0.78,,
197406,1974,6,-0.5,,
197407,1974,7,-0.15,,
197408,1974,8,-0.33,,
197409,1974,9,0.6,,
197410,1974,10,0.08,,
197411,1974,11,0.57,,
197412,1974,12,0.31,,
197501,1975,1,-0.66,,
197502,1975,2,-1.01,,
197503,1975,3,-1.15,,
197504,1975,4,-1.85,,
197505,1975,5,-2.04,,
197506,1975,6,-1.69,,
197507,1975,7,-0.98,,
197508,1975,8,-1.65,,
197509,1975,9,-1.67,,
197510,1975,10,-1.63,,
197511,1975,11,-1.74,,
197512,1975,12,-1.46,,
197601,1976,1,-1.1,,
197602,1976,2,-1.05,,
197603,1976,3,-1.35,,
197604,1976,4,-1.4,,
197605,1976,5,-1.14,,
197606,1976,6,-1.26,,
197607,1976,7,0.26,,
197608,1976,8,0.92,,
197609,1976,9,0.53,,
197610,1976,10,1.07,,
197611,1976,11,1.31,,
197612,1976,12,1.2,,
197701,1977,1,1.16,,
197702,1977,2,1.4,,
197703,1977,3,0.57,,
197704,1977,4,-0.23,,
197705,1977,5,-0.41,,
197706,1977,6,-0.02,,
197707,1977,7,-0.09,,
197708,1977,8,-0.07,,
197709,1977,9,-0.66,,
197710,1977,10,-0.88,,
197711,1977,11,-0.45,,
197712,1977,12,-0.13,,
197801,1978,1,0.55,,
197802,1978,2,0.75,,
197803,1978,3,1.07,,
197804,1978,4,0.95,,
197805,1978,5,0.69,,
197806,1978,6,0.24,,
197807,1978,7,-1.64,,
197808,1978,8,-0.97,,
197809,1978,9,-0.81,,
197810,1978,10,-0.02,,
197811,1978,11,-0.07,,
197812,1978,12,-0.57,,
197901,1979,1,-0.42,,
197902,1979,2,-1.26,,
197903,1979,3,-0.65,,
197904,1979,4,-0.19,,
197905,1979,5,0.52,,
197906,1979,6,0.14,,
197907,1979,7,0.18,,
197908,1979,8,0.08,,
197909,1979,9,0.84,,
197910,1979,10,1.06,,
197911,1979,11,0.5,,
197912,1979,12,0.04,,
198001,1980,1,0.06,,
198002,1980,2,0.6,,
198003,1980,3,0.6,,
198004,1980,4,0.72,,
198005,1980,5,0.57,,
198006,1980,6,-0.78,,
198007,1980,7,-0.32,,
198008,1980,8,-0.12,,
198009,1980,9,-0.29,,
198010,1980,10,0.92,,
198011,1980,11,0.7,,
198012,1980,12,0.36,,
198101,1981,1,1.18,,
198102,1981,2,1.25,,
198103,1981,3,1.16,,
198104,1981,4,1.01,,
198105,1981,5,1.22,,
198106,1981,6,1.77,,
198107,1981,7,0.71,,
198108,1981,8,-0.11,,
198109,1981,9,0.34,,
198110,1981,10,-0.15,,
198111,1981,11,0.45,,
198112,1981,12,0.6,,
198201,1982,1,0.15,,
198202,1982,2,-0.1,,
198203,1982,3,-0.32,,
198204,1982,4,-0.67,,
198205,1982,5,-1.17,,
198206,1982,6,-0.98,,
198207,1982,7,0.09,,
198208,1982,8,-0.11,,
198209,1982,9,0.53,,
198210,1982,10,0.1,,
198211,1982,11,-0.61,,
198212,1982,12,0.12,,
198301,1983,1,0.39,,
198302,1983,2,0.92,,
198303,1983,3,1.65,,
198304,1983,4,1.2,,
198305,1983,5,0.95,,
198306,1983,6,1.82,,
198307,1983,7,2.41,,
198308,1983,8,1.11,,
198309,1983,9,0.34,,
198310,1983,10,0.6,,
198311,1983,11,1.15,,
198312,1983,12,1.7,,
198401,1984,1,1.43,,
198402,1984,2,1.25,,
198403,1984,3,1.55,,
198404,1984,4,0.97,,
198405,1984,5,0.89,,
198406,1984,6,-0.12,,
198407,1984,7,-0.39,,
198408,1984,8,0.02,,
198409,1984,9,0.14,,
198410,1984,10,0.4,,
198411,1984,11,0.5,,
198412,1984,12,0.49,,
198501,1985,1,0.9,,
198502,1985,2,0.52,,
198503,1985,3,-0.29,,
198504,1985,4,-0.51,,
198505,1985,5,-0.87,,
198506,1985,6,0.04,,
198507,1985,7,0.43,,
198508,1985,8,0.08,,
198509,1985,9,0.02,,
198510,1985,10,0.1,,
198511,1985,11,-0.7,,
198512,1985,12,0.28,,
198601,1986,1,1.03,,
198602,1986,2,1.48,,
198603,1986,3,1.6,,
198604,1986,4,1.09,,
198605,1986,5,0.73,,
198606,1986,6,0.59,,
198607,1986,7,1.04,,
198608,1986,8,-0.17,,
198609,1986,9,-0.05,,
198610,1986,10,0.9,,
198611,1986,11,1.62,,
198612,1986,12,1.66,,
198701,1987,1,1.44,,
198702,1987,2,1.44,,
198703,1987,3,1.34,,
198704,1987,4,1.39,,
198705,1987,5,0.84,,
198706,1987,6,0.05,,
198707,1987,7,1.35,,
198708,1987,8,1.68,,
198709,1987,9,1.42,,
198710,1987,10,0.68,,
198711,1987,11,0.88,,
198712,1987,12,0.91,,
198801,1988,1,0.28,,
198802,1988,2,0.49,,
198803,1988,3,0.52,,
198804,1988,4,0.34,,
198805,1988,5,0.26,,
198806,1988,6,0.11,,
198807,1988,7,-0.27,,
198808,1988,8,-0.91,,
198809,1988,9,-1.01,,
198810,1988,10,-0.45,,
198811,1988,11,-0.14,,
198812,1988,12,-0.15,,
198901,1989,1,-1.26,,
198902,1989,2,-1.43,,
198903,1989,3,-1.25,,
198904,1989,4,-0.32,,
198905,1989,5,-0.17,,
198906,1989,6,0.03,,
198907,1989,7,0.47,,
198908,1989,8,-0.58,,
198909,1989,9,-0.65,,
198910,1989,10,-0.57,,
198911,1989,11,-0.78,,
198912,1989,12,-0.11,,
199001,1990,1,-0.39,,
199002,1990,2,-1.24,,
199003,1990,3,-1.24,,
199004,1990,4,-0.2,,
199005,1990,5,-0.42,,
199006,1990,6,-0.32,,
199007,1990,7,-0.35,,
199008,1990,8,-0.45,,
199009,1990,9,-0.32,,
199010,1990,10,-1.19,,
199011,1990,11,-1.93,,
199012,1990,12,-2.23,,
199101,1991,1,-1.72,,
199102,1991,2,-1.09,,
199103,1991,3,-1.16,,
199104,1991,4,-1.63,,
199105,1991,5,-1.7,,
199106,1991,6,-2.36,,
199107,1991,7,-1.59,,
199108,1991,8,-0.65,,
199109,1991,9,0.22,,
199110,1991,10,0.24,,
199111,1991,11,0.43,,
199112,1991,12,-0.19,,
199201,1992,1,0.06,,
199202,1992,2,0.11,,
199203,1992,3,0.08,,
199204,1992,4,0.48,,
199205,1992,5,1.12,,
199206,1992,6,1.14,,
199207,1992,7,1.45,,
199208,1992,8,0.84,,
199209,1992,9,0.4,,
199210,1992,10,1.16,,
199211,1992,11,1.24,,
199212,1992,12,0.31,,
199301,1993,1,-0.28,,
199302,1993,2,0.05,,
199303,1993,3,0.23,,
199304,1993,4,0.93,,
199305,1993,5,1.66,,
199306,1993,6,1.96,,
199307,1993,7,1.37,,
199308,1993,8,1.79,,
199309,1993,9,1.06,,
199310,1993,10,1.24,,
199311,1993,11,1.02,,
199312,1993,12,0.65,,
199401,1994,1,0.86,,
199402,1994,2,0.4,,
199403,1994,3,0.27,,
199404,1994,4,0.52,,
199405,1994,5,0.46,,
199406,1994,6,-0.08,,
199407,1994,7,-1.02,,
199408,1994,8,-0.98,,
199409,1994,9,-1.54,,
199410,1994,10,-1.1,,
199411,1994,11,-2.04,,
199412,1994,12,-2.16,,
199501,1995,1,-0.87,,
199502,1995,2,0.09,,
199503,1995,3,0.36,,
199504,1995,4,0.41,,
199505,1995,5,0.69,,
199506,1995,6,0.85,,
199507,1995,7,0.8,,
199508,1995,8,-0.35,,
199509,1995,9,1.02,,
199510,1995,10,0.46,,
199511,1995,11,0,,
199512,1995,12,0.38,,
199601,1996,1,0.94,,
199602,1996,2,0.92,,
199603,1996,3,0.83,,
199604,1996,4,1.33,,
199605,1996,5,1.93,,
199606,1996,6,0.91,,
199607,1996,7,0.48,,
199608,1996,8,-0.72,,
199609,1996,9,0.03,,
199610,1996,10,0.3,,
199611,1996,11,0.36,,
199612,1996,12,0.01,,
199701,1997,1,0.42,,
199702,1997,2,0.28,,
199703,1997,3,0.41,,
199704,1997,4,0.69,,
199705,1997,5,1.38,,
199706,1997,6,2.33,,
199707,1997,7,1.38,,
199708,1997,8,2.08,,
199709,1997,9,1.6,,
199710,1997,10,1.72,,
199711,1997,11,1.42,,
199712,1997,12,0.97,,
199801,1998,1,1.12,,
199802,1998,2,1.51,,
199803,1998,3,1.33,,
199804,1998,4,0.05,,
199805,1998,5,-0.8,,
199806,1998,6,-0.7,,
199807,1998,7,-1.23,,
199808,1998,8,-0.83,,
199809,1998,9,-1.54,,
199810,1998,10,-2.23,,
199811,1998,11,-1.04,,
199812,1998,12,-1.05,,
199901,1999,1,-0.64,,
199902,1999,2,-0.94,,
199903,1999,3,-1.09,,
199904,1999,4,-1.76,,
199905,1999,5,-2.2,,
199906,1999,6,-2.34,,
199907,1999,7,-1.94,,
199908,1999,8,-1.84,,
199909,1999,9,-2.23,,
199910,1999,10,-2.49,,
199911,1999,11,-2.15,,
199912,1999,12,-1.77,,
200001,2000,1,-2.13,,
200002,2000,2,-1.22,,
200003,2000,3,-0.65,,
200004,2000,4,-0.64,,
200005,2000,5,-0.86,,
200006,2000,6,-0.66,,
200007,2000,7,-1.45,,
200008,2000,8,-1.74,,
200009,2000,9,-1.55,,
200010,2000,10,-1.67,,
200011,2000,11,-1.06,,
200012,2000,12,0.06,,
200101,2001,1,0.64,,
200102,2001,2,0.05,,
200103,2001,3,-0.3,,
200104,2001,4,-1.23,,
200105,2001,5,-1.1,,
200106,2001,6,-1.28,,
200107,2001,7,-2.31,,
200108,2001,8,-1.86,,
200109,2001,9,-2.13,,
200110,2001,10,-1.87,,
200111,2001,11,-1.17,,
200112,2001,12,-0.99,,
200201,2002,1,-0.34,,
200202,2002,2,-1.29,,
200203,2002,3,-1.13,,
200204,2002,4,-1.23,,
200205,2002,5,-1.57,,
200206,2002,6,-1.27,,
200207,2002,7,-0.97,,
200208,2002,8,-0.15,,
200209,2002,9,-0.38,,
200210,2002,10,-0.25,,
200211,2002,11,1.04,,
200212,2002,12,1.63,,
200301,2003,1,1.58,,
200302,2003,2,1.32,,
200303,2003,3,1.08,,
200304,2003,4,0.32,,
200305,2003,5,0.06,,
200306,2003,6,-0.51,,
200307,2003,7,0.11,,
200308,2003,8,0.4,,
200309,2003,9,-0.46,,
200310,2003,10,0.54,,
200311,2003,11,-0.19,,
200312,2003,12,-0.41,,
200401,2004,1,-0.42,,
200402,2004,2,-0.11,,
200403,2004,3,-0.13,,
200404,2004,4,-0.2,,
200405,2004,5,0.23,,
200406,2004,6,-0.49,,
200407,2004,7,-0.24,,
200408,2004,8,0.02,,
200409,2004,9,-0.17,,
200410,2004,10,-0.76,,
200411,2004,11,-1.24,,
200412,2004,12,-0.74,,
200501,2005,1,-0.13,,
200502,2005,2,0.17,,
200503,2005,3,0.69,,
200504,2005,4,0.21,,
200505,2005,5,1.06,,
200506,2005,6,0.56,,
200507,2005,7,-0.2,,
200508,2005,8,-0.61,,
200509,2005,9,-1.11,,
200510,2005,10,-2.05,,
200511,2005,11,-1.84,,
200512,2005,12,-0.1,,
200601,2006,1,0.54,,
200602,2006,2,0.38,,
200603,2006,3,-0.72,,
200604,2006,4,-0.55,,
200605,2006,5,-0.45,,
200606,2006,6,-0.04,,
200607,2006,7,0.12,,
200608,2006,8,-1.13,,
200609,2006,9,-1.75,,
200610,2006,10,-0.6,,
200611,2006,11,-0.83,,
200612,2006,12,-0.54,,
200701,2007,1,-0.63,,
200702,2007,2,-0.63,,
200703,2007,3,-1.05,,
200704,2007,4,-0.56,,
200705,2007,5,-0.53,,
200706,2007,6,-0.37,,
200707,2007,7,0.16,,
200708,2007,8,-0.15,,
200709,2007,9,-1.04,,
200710,2007,10,-2.24,,
200711,2007,11,-1.38,,
200712,2007,12,-0.92,,
200801,2008,1,-1.47,,
200802,2008,2,-1.33,,
200803,2008,3,-1.26,,
200804,2008,4,-2,,
200805,2008,5,-1.93,,
200806,2008,6,-2.11,,
200807,2008,7,-2.17,,
200808,2008,8,-2,,
200809,2008,9,-2.02,,
200810,2008,10,-1.8,,
200811,2008,11,-1.57,,
200812,2008,12,-1.31,,
200901,2009,1,-1.7,,
200902,2009,2,-1.76,,
200903,2009,3,-2.03,,
200904,2009,4,-2.28,,
200905,2009,5,-1.45,,
200906,2009,6,-0.85,,
200907,2009,7,-0.88,,
200908,2009,8,-0.5,,
200909,2009,9,0.19,,
200910,2009,10,-0.23,,
200911,2009,11,-1.01,,
200912,2009,12,-0.51,,
201001,2010,1,0.06,,
201002,2010,2,0.16,,
201003,2010,3,-0.21,,
201004,2010,4,-0.28,,
201005,2010,5,-0.36,,
201006,2010,6,-0.94,,
201007,2010,7,-2.16,,
201008,2010,8,-2.44,,
201009,2010,9,-2.44,,
201010,2010,10,-1.6,,
201011,2010,11,-1.58,,
201012,2010,12,-1.99,,
201101,2011,1,-1.73,,
201102,2011,2,-1.45,,
201103,2011,3,-1.29,,
201104,2011,4,-1.26,,
201105,2011,5,-0.97,,
201106,2011,6,-1.32,,
201107,2011,7,-2.49,,
201108,2011,8,-2.59,,
201109,2011,9,-2.63,,
201110,2011,10,-1.95,,
201111,2011,11,-2.96,,
201112,2011,12,-2.32,,
201201,2012,1,-1.72,,
201202,2012,2,-1.27,,
201203,2012,3,-1.62,,
201204,2012,4,-0.94,,
201205,2012,5,-2.01,,
201206,2012,6,-1.43,,
201207,2012,7,-2.34,,
201208,2012,8,-2.51,,
201209,2012,9,-3.05,,
201210,2012,10,-1.22,,
201211,2012,11,-0.59,,
201212,2012,12,-1.25,,
201301,2013,1,-0.94,,
201302,2013,2,-1.32,,
